model,set_id,category,title,variant1,variant2,tokenization1,tokenization2,embedding_similarity,perf_difference
Qwen/Qwen2.5-7B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,5_Q3,original_cyrillic,no_punctuation,0.98638785,0.0
Qwen/Qwen2.5-7B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q2,5_Q3,transliterated,no_punctuation,0.958789,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,5_Q2,original_cyrillic,transliterated,0.85098666,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,5_Q3,original_cyrillic,no_punctuation,0.90671754,1.0
meta-llama/Meta-Llama-3.1-8B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q2,5_Q3,transliterated,no_punctuation,0.8058593,1.0
Qwen/Qwen2.5-0.5B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,5_Q2,original_cyrillic,transliterated,0.9609378,0.0
Qwen/Qwen2.5-0.5B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q1,5_Q3,original_cyrillic,no_punctuation,0.9843383,0.0
Qwen/Qwen2.5-0.5B-Instruct,5,Rare Character Sequences,Russian Greeting,5_Q2,5_Q3,transliterated,no_punctuation,0.9450251,0.0
Qwen/Qwen2.5-7B-Instruct,6,Compound Words,Healthcare,6_Q1,6_Q2,single_word,two_words,0.99221563,0.0
Qwen/Qwen2.5-7B-Instruct,6,Compound Words,Healthcare,6_Q1,6_Q3,single_word,hyphenated,0.9925834,0.0
Qwen/Qwen2.5-7B-Instruct,6,Compound Words,Healthcare,6_Q2,6_Q3,two_words,hyphenated,0.9957368,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,6,Compound Words,Healthcare,6_Q1,6_Q2,single_word,two_words,0.97201324,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,6,Compound Words,Healthcare,6_Q1,6_Q3,single_word,hyphenated,0.96808016,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,6,Compound Words,Healthcare,6_Q2,6_Q3,two_words,hyphenated,0.9864129,0.0
Qwen/Qwen2.5-0.5B-Instruct,6,Compound Words,Healthcare,6_Q1,6_Q2,single_word,two_words,0.9942864,0.0
Qwen/Qwen2.5-0.5B-Instruct,6,Compound Words,Healthcare,6_Q1,6_Q3,single_word,hyphenated,0.9945357,0.0
Qwen/Qwen2.5-0.5B-Instruct,6,Compound Words,Healthcare,6_Q2,6_Q3,two_words,hyphenated,0.9979345,0.0
Qwen/Qwen2.5-7B-Instruct,7,Compound Words,Database,7_Q1,7_Q2,single_word,two_words,0.9908428,0.0
Qwen/Qwen2.5-7B-Instruct,7,Compound Words,Database,7_Q1,7_Q3,single_word,hyphenated,0.9915652,0.0
Qwen/Qwen2.5-7B-Instruct,7,Compound Words,Database,7_Q2,7_Q3,two_words,hyphenated,0.99502367,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,7,Compound Words,Database,7_Q1,7_Q2,single_word,two_words,0.97338164,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,7,Compound Words,Database,7_Q1,7_Q3,single_word,hyphenated,0.96986115,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,7,Compound Words,Database,7_Q2,7_Q3,two_words,hyphenated,0.9857936,0.0
Qwen/Qwen2.5-0.5B-Instruct,7,Compound Words,Database,7_Q1,7_Q2,single_word,two_words,0.9914156,1.0
Qwen/Qwen2.5-0.5B-Instruct,7,Compound Words,Database,7_Q1,7_Q3,single_word,hyphenated,0.9918106,0.0
Qwen/Qwen2.5-0.5B-Instruct,7,Compound Words,Database,7_Q2,7_Q3,two_words,hyphenated,0.9978667,1.0
Qwen/Qwen2.5-7B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,8_Q2,single_word,two_words,0.9893181,0.0
Qwen/Qwen2.5-7B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,8_Q3,single_word,hyphenated,0.98393476,0.0
Qwen/Qwen2.5-7B-Instruct,8,Compound Words,Cryptocurrency,8_Q2,8_Q3,two_words,hyphenated,0.988389,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,8_Q2,single_word,two_words,0.9170468,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,8_Q3,single_word,hyphenated,0.8963643,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,8,Compound Words,Cryptocurrency,8_Q2,8_Q3,two_words,hyphenated,0.9467524,0.0
Qwen/Qwen2.5-0.5B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,8_Q2,single_word,two_words,0.99282575,0.0
Qwen/Qwen2.5-0.5B-Instruct,8,Compound Words,Cryptocurrency,8_Q1,8_Q3,single_word,hyphenated,0.987319,0.0
Qwen/Qwen2.5-0.5B-Instruct,8,Compound Words,Cryptocurrency,8_Q2,8_Q3,two_words,hyphenated,0.99051267,0.0
Qwen/Qwen2.5-7B-Instruct,9,Compound Words,Socioeconomic,9_Q1,9_Q2,single_word,two_words,0.991622,0.0
Qwen/Qwen2.5-7B-Instruct,9,Compound Words,Socioeconomic,9_Q1,9_Q3,single_word,hyphenated,0.992309,0.0
Qwen/Qwen2.5-7B-Instruct,9,Compound Words,Socioeconomic,9_Q2,9_Q3,two_words,hyphenated,0.99491477,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,9,Compound Words,Socioeconomic,9_Q1,9_Q2,single_word,two_words,0.9584492,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,9,Compound Words,Socioeconomic,9_Q1,9_Q3,single_word,hyphenated,0.9565644,0.0
meta-llama/Meta-Llama-3.1-8B-Instruct,9,Compound Words,Socioeconomic,9_Q2,9_Q3,two_words,hyphenated,0.9780058,0.0
Qwen/Qwen2.5-0.5B-Instruct,9,Compound Words,Socioeconomic,9_Q1,9_Q2,single_word,two_words,0.9948861,0.0
Qwen/Qwen2.5-0.5B-Instruct,9,Compound Words,Socioeconomic,9_Q1,9_Q3,single_word,hyphenated,0.9943235,0.0
Qwen/Qwen2.5-0.5B-Instruct,9,Compound Words,Socioeconomic,9_Q2,9_Q3,two_words,hyphenated,0.9966011,0.0
